Name,Department,Date,Title,Review,Rating
DIAKOVERE Friederikenstift,Verstoß melden,14.12.2018,"Hier gibt es zahlreiche, systemische Probleme und schlechten Umgangston","['Meine letzten Krankenhauseindrücke (aus eigener Erfahrung) lagen schon etliche Jahre zurück. Durch einen Sturz mit dem Fahrrad hatte ich mir eine Kopffraktur des Schienbeins sowie einen Teilabriss des Innenbandes zugezogen, eine OP der Kopffraktur war unumgänglich. Die Behandlung in der Notaufnahme war in keiner Weise zu beanstanden. Auch die stationäre Aufnahme (Raum E142) war absolut einwandfrei, auch wenn die aufnehmende Gesundheitspflegerin mir mitteilte, lediglich vertretungsweise an dem Platz zu sitzen.', '', 'Sehr unangenehm fiel mir eine ältere Krankenschwester in Raum 17 auf, die sowohl gegenüber Patienten und deren Angehörigen, aber auch gegenüber den Mitarbeitern des Transportwesens im Haus sehr rüde auftrat, was ihr den Spitznamen ""Schwester Rabbiata"" eintrug.', '', 'Ich fand mich am Tag der Aufnahme pünktlich um 10 Uhr morgens ein. Am gleichen Morgen hatte man mich angerufen udn gebeten, bis 10 Uhr nüchtern zu erscheinen, da noch am gleichen Tag die OP erfolgen sollte. Auf Station E Nord wurde ich in einem 2 Bett-Zimmer untergebracht. Das war noch in Ordnung. Die Ausstattung des Zimmers war zweckmäßig, mit Bad und Toilette.', '', 'Auch wenn ich einsehe, dass bei 30 Patienten auf der Station die Belastung für das Personal hoch ist, kann es nicht sein, dass Patienten, nach Betätigen d. Klingel, tlw. 30 Minuten warten müssen, wenn sie beispielsweise dringend zur Toilette müssen. Und wenn die Schwestern dann kamen, waren sie zumeist auch noch schlecht gelaunt oder warteten mit Aussagen wie ""keine Zeit"" (Standardaussage) auf. Auch sonst kann von Pflege wie ich sie verstehe, kaum die Rede sein. Die Versorgung über 2,5 Tage (ohne OP) und mit extrem schlechten Informationsmanagement (OP 5 mal abgesagt, ohne dass ich als Patient informiert wurde) verdient maximal die Note ""Mangelhaft"". Auch die Stationsärztin (mit Migrationshintergrund) hat sich, auch im Umgang mit dem anderen Patienten, diverse Male im Ton vergriffen. Hier gibt es ein massives, systemisches Problem!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden (Hier beraten sich allenfalls Ärzte untereinander..)', '', 'Mediz. Behandlung:', 'weniger zufrieden (""Götter in Weiß"")', '', 'Verwaltung und Abläufe:', 'unzufrieden (Hausinterne Kommunikation geht irgendwie anders..)', '', 'Ausstattung und Gestaltung:', 'zufrieden (Zimmer und Ausstattung sind zweckmäßig)', '', '', '']"
DIAKOVERE Friederikenstift,Chirurgie,31.10.2018,Gallenblasenentfernung ruck zug,"['Ich kam als Notfall vom meinen Arzt , am Mittwoch . Verdacht auf entzündete Gallenblase /steine . Was auch so war . Mir wurde alles genau erklärt und es ging alles ziemlich schnell . Ca. 9.30Uhr Klinik , Blutabnahme , Besprechung mit einem Arzt , auf das Zimmer , Ca. 14.00Uhr fertig machen zur Op . Fertig los . Es waren alle wirklich  sehr nett und fürsorglich . Ich war gegen sechs wieder auf dem Zimmer , müde , aber ok . Ich brauchte keine Schmerzmittel.Freitag morgen waren die Blutwerte ok und ich konnte nach Hause .', 'Schmerzen nicht richtig , eher so leicht Wundschmerzen nach der Op , nichts für Schmerzmittel . Einfach toll .']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,09.03.2021,Hüft-TEP,"['Von der ersten Minute an bin ich ausgesprochen freundlich, professionell und zuvorkommend aufgeklärt, beraten, behandelt und betreut worden. Bis zu meinem Termin bei Herrn Dr. Budde war ich für eine Operation gar nicht zugänglich. Nach dem Gespräch hatte ich Vertrauen, Zuversicht und den Entschluss gefasst, mich operieren zu lassen. ', 'Dank des erfahrenen Operateurs und der guten Versorgung im Annastift , bin ich schnell wieder auf die Beine gekommen und bin wirklich glücklich und schmerzfrei.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden (Bemerkenswert ist die gute Versorgung.)', '', 'Qualität der Beratung:', 'sehr zufrieden (Herr Dr. Budde hat mich absolut umsichtig und freundlich aufgeklärt.)', '', 'Mediz. Behandlung:', 'sehr zufrieden (Das gesamte Team war stets freundlich und hilfsbereit.)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden (Sehr sehr höflich und zuvorkommend.)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Freundliche Atmosphäre.)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,28.02.2021,Ich hoffe auf Dr. Smith,"['Dr. Smith ist ein hervorragender Arzt,der zuhören kann, Empfehlungen ausspricht und Mut macht. Ich habe mich sehr gut behandelt gefühlt.Vielen Dankk!']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden (völlig auf sich gestellt,keine Hilfe auf Station beim 1. Betreten)', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Einzelzimmer extrem klein,Ausstattung mangelhaft)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,12.02.2021,Kleine aber feine orthopädische Klinik,"[""Anfang März 2020 begab' ich mich auf Empfehlung zur Chevron-/Akin-OT li. in diese kleine, aber feine orthopädische Klinik im schönen Hannover."", '', 'Nach meiner Anreise aus dem Süden der Republik (Stuttgart) musste natürlich erstmal das präoperative Procedere (Labor, Aufklärungsgespräche, etc.) durchlaufen werden - dies zog sich zwar hin wie Kaugummi, wurde aber durch die Freundlichkeit und Fachkompetenz der beteiligten pflegerischen/medizinischen KollegInnen vollkommen wett gemacht (ergo ist dies kein Grund die Bewertung zu schmälern!).', '', 'Angekommen auf der Pflegestation gleich die nächste Überraschung - es erfolgte auf dem Zweibettzimmer die Zusammenlegung mit einer sehr jungen Patientin aus Hamburg (hier: tolle Belegungsplanung!).', '', 'Die Pflegefachkräfte auf der Station waren vor als auch nach der OP ausnahmslos alle sehr freundlich, verständnisvoll und haben ein absolut vorbildliches Auftreten ggü. mir als Patientin gehabt.', '', ""Die Narkosevorbereitung durch den Anästhesiepfleger Hr. O.B. aber war der Knüller - er verstand' es mir mit seiner humorvollen und beruhigenden Art meine doch sehr ausgeprägte Nervosität zu nehmen (ich arbeite selbst als Anästhesieschwester in einer mittelgroßen Klinik und stand -oder besser gesagt lag- vor der ersten eigenen Narkose meines Lebens!)."", '', 'Im Aufwachraum war ich noch ein bisschen verpennt und gaga, kann mich aber wohl dran erinnern dass auch hier sehr freundlich und gedudig mit mir umgegangen wurde.', '', 'Die Schmerztherapie war 1a, genau wie die Physiotherapie und das Essen (vegan!).', '', 'Knapp ein Jahr nach der OP kann ich sagen dass Hr. P. als Operateur hervorragende Arbeit geleistet hat, ich habe keine Beschwerden mehr am Fuß.', '', 'Zusammenfassend kann ich die Klinik wirklich weiterempfehlen!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden (Optimales Operationsergebnis)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Kindermedizin,09.02.2021,Kinderstation,['Unmögliche Nachtschwester Ca..y mit blondem Haar. Unfreunflich und das zum Kind. Einfühlsam gleich Null. Und so jemanden lässt man auf Behinderte Kinder los. Abteilungsleiter macht nichts dagegen. Beschwerden unbeachtet. Fast alle anderen nett.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Station in die Jahre gekommen und hässlich)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,26.01.2021,Schwestern stinken nach Zigaretten Station 3,"['OP gut verlaufen.Putzfrau faul oder hat zu wenig Zeit. Putzt nie die Fliesen oder Wände! Unhygienisch.', 'Schwarzhaarige Nachtschwester unfreundlich und sehr frech. Dunkelhaariger Pfleger macht Fehler, spült und desinfiziert die Infusion nicht. Ärzte Top.', 'Kleine kurzhaarige dicke Schwester ist auch unfähig. Leider darf man keine Namen nennen. Sonst nette Schwestern. Einige stiken morgens um 6.30 Uhr so stark nach Zigaretten das einem übel wird. Kaffee und Essen nicht gut.', 'Rothaarige Schwester sehr rabiat.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Chirurgie,06.01.2021,Top Station 3A alles renoviert und NEU,['Top Krankenhaus wenn man ein Fall ist den niemand operieren möchte.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,04.01.2021,Beim anrufen kein durchkommen,"['Ich versuche bereits seit 2 Monaten als Dringlichkeitsfall einen Termin zur Metall Entfernung zu bekommen. Dies ist aber nicht möglich, da nie jemand ans Telefon geht, entweder sitzt man nur in der warte schleifen und es wird einfach aufgelegt oder es ist durchgehend besetzt. Der Empfang ist zu dem auch ziemlich unfreundlich.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,01.11.2020,Dankeschön,"['Tolles Ärzteteam, vor der OP wurde mir die Angst genommen, danach auch gut versorgt. Krankenschwester und Pfleger waren hilfsbereit. Für ein Krankenhaus war das Essen gut. Zimmer waren sauber , wurden jeden Tag gesäubert. Für die Schmerzen von der Fuß-OP. gab es bei Schmerzen auch eine gute Schmerztherapie. Bedanke mich herzlichst bei den tollen Ärzten und restlichen Krankenhausteam. Würde jederzeit wieder in dieses Krankenhaus gehen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,21.10.2020,Vielen Dank an das tolle Team,"['""Am Anfang steht der Mensch"".... Das ist auf der Station 8 nicht nur ein Spruch an der Wand.... Das wird hier auch gelebt....', '', 'Alle Ärzte und Ärztinnen, die mich behandelt haben, waren sehr hilfsbereit, verständnisvoll und haben alle Fragen beantwortet, die ich hatte. Ich war 2014 schon einmal hier und habe mich aufgrund der sehr guten Erfahrungen ein zweites Mal (15.10.-22.10.2020) auf der Station 8 in Behandlung begeben. Und habe es nicht bereut.', 'Ja, die Aufnahme hat sehr lange gedauert.... aber schwups, war der erste Tag um. Man kann das auch durchaus positiv sehen. ', 'Die  Ärzte, Schwestern, Physiotherapeuten und alle Mitarbeiter*innen, denen ich begegnet bin, waren stets um mein Wohlergehen bemüht und haben mir den Aufenthalt so angenehm wie man einen Krankenhausaufenthalt machen kann, gemacht. Vielen lieben Dank dafür.', 'Ja, das Essen vom Catering war eine mittlere Katastrophe.... Aber ich denke, im ""Corona-Jahr"" ist das eins der kleinsten Übel. Die hauseigene Küche ist um einiges besser und auch wieder geöffnet.', 'In der Gesamtheit kann ich sagen, dass mir schon bewusst war, dass ich nicht im Hotel, sondern in einem Krankenhaus eingecheckt habe. Ich wollte wieder mehr Lebensqualität erlangen und bin Dank des Teams der Station 8 auf dem besten Weg dorthin.', 'Vielen Dank an das gesamte Team vom Annastift.', 'P.S. Der Kühlschrank in meinem Zimmer hat mich angenehm überrascht ;)']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,16.10.2020,Eine Unvergessliche Woche,"['Ich war vom 6.10. - 14.10.2020 Patient in der Orthopädie.', 'Der Aufnahmetag war etwas hektisch doch das Personal und die Ärzte waren erkennbar bemüht die grosse Menge von Neuankömmlingen ohne lange Wartezeiten durch die Aufnahme zu begleiten. Das Zimmer war sehr schön und gemütlich, nicht Streng und Kühl wie man es vielleicht von einem KH erwartet. ', 'Auch die Ausstattung war mit Multimediagerät am Bett und angeschlossenem Bad mehr als ausreichend. Die Operation verlief völlig komplikationslos und die Schmerzen danach waren natürlich vorhanden aber absolut zu ertragen. Das Personal war ständig bereit einem auch stärkere Schmerzen irgendwie angenehmer zu gestalten. Auch bei häufigerem klingeln wirkten Sie nie verärgert oder generft wie Ich es in anderen Kliniken schon erlebt habe. ', 'Daher von mir an dieser Stelle nochmal Herzlichen Dank an die Schwestern und Pfleger der Station A3, die immer aufrichtig Nett und Hilfsbereit waren. In Zeiten von Unterbesetzung und daraus resultierendem Stress ist das meiner Meinung nach sehr hoch zu bewerten. Kleiner Kritikpunkt: Das Essen war nicht schön anzusehen und auch geschmacklich untere klasse. Allerdings war zu diesem Zeitpunkt die Küche ausgefallen und das Essen wurde von einem Catering Service bezogen. ', 'Da Ich früher schon einmal Patient hier war weiss Ich dass die Hauseigene Küche sehr gut ist. ', 'Ein Tip: Ich würde den Caterer wechseln. ', 'Der Heilungsprozess verlief völlig problemlos, Sehr gute Beratung von den behandelnden Ärzten. ', 'Die Physiotherapie war auch sehr kompetent und bereitete mich einmalig auf die Reha vor. ', 'Manche mögen vielleicht meinen bei so einem positiven Bericht müsste Ich von der Klinik ”gekauft” worden sein, dazu kann Ich nur sagen: Bei der Bewertung ist mein persönlicher Eindruck gefragt und es kommt immer darauf an mit welchen Erwartungen man sich In Behandlung begibt. Mir war einfach wichtig Gesund zu werden. ', 'Ich jedenfalls kann diese Klinik jederzeit weiterempfehlen !']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,10.10.2020,Ein no go nach dem anderen.,"['Bin seit Donnerstag den 8.10.20 in der Klinik. Eins vorweg, die Ärzte sind super, aber das war es dann auch schon. Das Essen ist nicht mal ungenügend!', 'Morgens 2 Brötchen Marmelade, Butter und halbfettmargarine und 2 Scheiben Käse! Mittag etwas undefinierbar es in einer alu Schale mit Spätzle, das undefinierbare könnte Tofu Geschnetzeltes gewesen sein.. Alles kalt!', 'Zum Abendessen 2 Scheiben Käse, der selbe Käse wie morgens auch, Butter, halbfettmargarine und 2 Scheiben Brot. Der Tee wird in pappbechern ala Bäckerei serviert. ', 'OK, keine Auswahl wie in anderen Kliniken. ', 'Man sagte mir das liegt daran dass die Küche gerade geschlossen ist und man das essen von einem caterer bekommt, aber keine gute ausrede, bei einem caterer bekommt man auch mehr Auswahl!', 'Punkt 2 :', 'Ich bin im neuen Trakt de wirbelsäulenzentrums. NEU.. wohlbemerkt, da gibt man mir ein Bett, ein altes mit dem ich gerade mal die Rückenlehne elektrisch verstellen kann, das sagte mir übrigens eine Schwester, oh sie haben ja ein ziemlich altes Bett!! Und auf Nachfrage hieß es dann, tut mir leid aber ich habe hier nur alte stehen sehen.. ', 'Naja, was soll ich sagen... Klar, in erster Linie geht es ums gesund werden. ', 'Aber man sagt auch ohne mampf kein Kampf.. Und wenn ich dazu noch keine gute Ausrüstung habe??', 'Kurz und gut gesagt nach 3 Tagen würde ich diese Klinik bis jetzt Keinen falls weiter empfehlen!', 'Achja, eine Maske muss der Patient sofort tragen wenn jemand anders das Zimmer betritt, aber eine reinigungskraft habe ich heute noch keine in meinem Zimmer gesehen, und das obwohl ein bettnachbar entlassen wurde!!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,26.09.2020,Station 3 ist nicht für sensible Patienten geeignet,"['Aufnahme dauerte knapp fünf Stunden. Mir war zwischendurch schwindelig vor Durst.', 'Die Station neu gemacht; Dusche und Toilette im 2-Bett Zimmer. ', 'Das Essen für ein Krankenhaus nicht schlecht. ', 'Gute Physiotherapeuten.', 'Schwestern anfangs bis auf eine einzige sehr nett und freundlich,', 'offensichtlich war ich dieser Schwester unsympathisch und so hat sie mich auch behandelt;  nachdem sie mich wieder einmal grundlos angegangen ist, habe ich ihr gesagt, ich lasse mich nicht von ihr schikanieren. Danach war nur noch die Hälfte der Schwestern nett zu mir, ich denke mal die wollten sich nicht mit ihr anlegen und die anderen waren dafür doppelt so nett. Interessant...   ', 'Danach passierten seltsame Dinge, ', 'als ich z.B. nachts auf die Toilette gehen und aufstehen wollte, rollte plötzlich das Bett weg, großes Glück gehabt, dass ich nicht gestürzt bin, sonst wäre die neue Hüfte gleich wieder Geschichte gewesen... ', 'Die vorher unheimlich nette Nachtschwester meinte dann tatsächlich, das wäre ich wohl selbst gewesen, nach dem Vorfall mit der anderen Schwester war sie plötzlich gar nicht mehr freundlich zu mir, sondern sehr distanziert, wahrscheinlich eine Freundin jener Schwester...  ', 'Klar, 5 Tage zuvor an der Hüfte operiert, stelle ich mich neben das Bett und löse mit dem Fuß die Feststellbremse.... Dazu fällt mir nichts mehr ein...  ', 'So etwas darf nicht passieren!! ', 'Danach habe ich mich nicht mal mehr getraut, meine Mahlzeiten zu essen, wenn diese Schwester Dienst hatte.', 'Der Fahrer, der mich zu meiner Reha Klinik gebracht hat, bestätigte mir, dass am Tag zuvor angerufen wurde, wann ich abgeholt werden würde.', 'Obwohl ich ein paar Mal danach gefragt habe, hieß es immer, es hätte keiner angerufen.', 'Im Prinzip war alles okay, da ich mich aber nicht grundlos wie Dreck behandeln lasse, nur weil ich einer Schwester offensichtlich nicht sympathisch war, würde ich nie wieder in dieses Krankenhaus gehen.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden (hauptsächlich wegen dieser einen Schwester)', '', 'Qualität der Beratung:', 'weniger zufrieden (Ärzte hat man kaum gesehen, gingen auf Fragen auch nicht wirklich  ein)', '', 'Mediz. Behandlung:', 'weniger zufrieden (Nach OP war operiertes Bein plötzlich 1,5 cm länger - wurde in Reha festgestellt)', '', 'Verwaltung und Abläufe:', 'weniger zufrieden (Die Aufnahme dauerte viel zu lange mit 5 Stunden)', '', 'Ausstattung und Gestaltung:', 'zufrieden (Schöne Zimmer, relativ sauber)', '', '', '']"
DIAKOVERE Annastift,Orthopädie,09.06.2020,Rundum zufrieden,"['Station A3 - Entfernung einer Spondylodese (Wirbelversteifung) BWK 11 bis LWK3', 'Vorgespräch am 04.02. sehr nett und kompetent', 'Sehr nettes Stationspersonal.', 'Anäthesieaufklärung seht gut', 'Verpflegung sehr gut', 'Aufnahmetag zügig ohne Wartezeiten', 'Schmerztherapie nach OP am 15.05. ausgezeichnt', 'Negativ: keine Info, das Oxicodon abgesetzt wurde, dafür IBU 600, die keine Wirkung bei mir entfalten.', 'Am letzten Tag statt 3x 1 500mg Novalgin gab es 3x 2. Habe ich dann gemerkt -> dürfte eigentlich nicht passieren !', '-> Insgesamt habe ich mich rundum sehr gut versorgt gefühlt und werde die Klinik unbedingt weiterempfehlen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,07.06.2020,Neues Schultergelenk,"['Mein Orthopäde hatte mir Hannover empfohlen.', 'Den Termin für das Erstgespräch hatte ich sehr schnell. Durch Corona wurde mein', 'OP — Termin leider zweimal verschoben.', 'Am 08. Mai wurde ich erfolgreich an meiner linken Schulter (Omarthrose) operiert. Der Aufenthalt auf Station 1 war in den neuen Zimmern sehr schön.', 'Es waren wirklich alle dort sehr nett.', 'Ich habe mich sehr gut aufgehoben gefühlt.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,25.05.2020,Top Betreuung,['Tolle Kinder Orthopädie'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,16.05.2020,Station A3 sehr zu empfehlen,"['Ich war 5 Tage Patient auf der Station A3. Vom ersten Tag bis zur Entlassung fühlte ich mich gut aufgehoben und umsorgt. Die Stationsschwestern waren durchweg gut gelaunt und haben alles möglich gemacht, was ich mir gewünscht hatte. Das Essen war reichhaltig und tatsächlich schmackhaft. Die behandelnden Ärzte haben sehr gute Aufklärungsarbeit geleistet und jede meiner Fragen, bis ins Detail, beantwortet. Das Zimmer war sehr sauber und die Reinigungskraft hat täglich alles sauber gemacht. WC und Dusche sind auf dem neuesten Stand und waren auf dem Zimmer. Jedes Bett hat einen eigenen TV und ein Telefon zur kostenlosen Nutzung. Ich kann, zumindest die Station A3, sehr empfehlen und würde mich dort wieder behandeln lassen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,14.05.2020,Ich kann die Klinik nur empfehlen,"['Wegen sehr schmerzhafter Arthrose Grad 4 im Sprunggelenk und nachdem alle anderen Behandlungsversuche nicht geholfen haben, habe ich mich an das Annastift in Hannover gewandt und im Jahre 2018 eine Sprunggelenksprothese bei Frau Prof. Stukenborg bekommen. Seitdem bin ich anderer Mensch: ich kann gehen, wandern, Sport treiben, alles ohne Schmerzen. Die OP war für mich ein voller Erfolg.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,21.03.2020,Nicht zu empfehlen,"['Durch eine angeborene Hüftdysplasie habe ich Erfahrungen in mehreren Krankenhäusern gesammelt. Keines war sowohl medizinisch als auch pflegerisch so schlecht wie DIAKOVERE Annastift in Hannover. Angefangen bei der Aufnahme, die insgesamt 5 Stunden dauerte. Das Op.-Ergebnis entsprach in keiner Weise den Darstellungen im Vorgespräch. Eine detaillierte Aufklärung, weshalb es zu einem deutlich schlechteren Ergebnis kam, fand nicht statt. Obwohl 12 Tage Liegepatientin, wurde mein Bett nur 1 x gemacht, Hilfe bei der Körperpflege fand so gut wie gar nicht statt. Als Patienten, die nicht aufstehen konnte, wurde mir nur 1 x während meines Aufenthalts Nachmittagskaffee angeboten. Trotz hohen Blutverlustes perioperativ wurde mein niedriger Hb nur zwei Tage behandelt. Obwohl am 7. postoperativen Tag auf 7,8 gesunken, fand weder eine weitere Behandlung noch Kontrolle der Blutwerte statt. Zum Entsetzen meiner Hausärztin wurde ich mit diesen Werten aus der Klinik mit fehlerhaften Bericht entlassen. Die Klinik ist in meinen Augen sowohl fachlich als auch zwischenmenschlich eine einzige Katastrophe. Lichtblicke sind die Sozialarbeiterin und die Pastorin.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,05.03.2020,KNIEPATIENTEN SOLLTEN NICHT DEN SCHRITT WAGEN!!,"['2018 wurde bei mir ein Kreuzbandriss diagnostiziert und im Dezember des gleichen Jahres hatte ich das ""Vergnügen"" dort operiert zu werden. Die Station war neu und modern. Die Krankenschwestern waren auch kompetent und sympathisch, allerdings durfte ich im Januar 2020 erfahren, dass der Chirurg gerne den ""Bibber"" spielt. ', 'Sogar auf den MRT-Bildern konnte man erkennen, dass mein Kreuzbandersatz nicht dort fixiert worden war, wo er eigentlich von einem FACHarzt hätte fixiert werden müssen und dass er einfach lasch rumhing. Er erfüllte also nicht mal ansatzweise seine Funktion, was er sich bei sportlichen Tätigkeiten durch Instabilität anmerken ließ. Dies bestätigte sich auch in meiner neulich erfolgten Operation von Herrn Dr. Kregehr, der einer der besten und renommiertesten Sportmediziner in Hannover ist. ', 'Und wie immer kommt das Beste zum Schluss; ich habe heute von meinem Physiotherapeuten erfahren, dass ich nicht das erste Anna-Stift-Opfer gewesen war und unter unerfahrenen und verantwortungslosen Chirurgen gelitten habe und immer noch leide.', '', 'FAZIT: Ich durfte eine Vollnarkaso genießen. Und warum? Natürlich, damit die Kasse des Krankenhauses und OP-Teams aufgestockt wird und ich nach etwa einem Jahr wieder operiert werden muss. Ich möchte kein Mitleid erregen, allerdings ist mit Menschenleben nicht zu spaßen und dies ist auch kein Labor, wo man irgendetwas nach seinem Verlangen oder bedingt seiner Inkompetenz ausprobieren kann. Es ist sehr bedauernswert, dass ein Krankenhaus daran erinnert werden muss.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
DIAKOVERE Annastift,Orthopädie,10.02.2020,Nette Schwestern.,[' '],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
